ResponseId,LanguageHaveWorkedWith,DevType,skill_list,community_id
927,Bash/Shell;Go;HTML/CSS;JavaScript;Python;Rust,"Developer, back-end;Developer, desktop or enterprise applications;Developer, QA or test;Developer, embedded applications or devices","['Bash/Shell', 'Go', 'HTML/CSS', 'JavaScript', 'Python', 'Rust']",35
928,Bash/Shell;C++;Go;HTML/CSS;Java;JavaScript;Python;Rust;SQL;TypeScript,"Developer, full-stack;Developer, back-end;Developer, QA or test","['Bash/Shell', 'C++', 'Go', 'HTML/CSS', 'Java', 'JavaScript', 'Python', 'Rust', 'SQL', 'TypeScript']",35
929,Go;Java;JavaScript;Kotlin;Rust;SQL,"Developer, front-end;Developer, full-stack;Developer, back-end;Blockchain","['Go', 'Java', 'JavaScript', 'Kotlin', 'Rust', 'SQL']",102
931,JavaScript;Python;TypeScript,"Developer, full-stack;Developer, desktop or enterprise applications","['JavaScript', 'Python', 'TypeScript']",113
932,Bash/Shell;C;C++;Go;Java;JavaScript;PHP;Python,"Developer, full-stack;Developer, desktop or enterprise applications;Student;Database administrator;Developer, embedded applications or devices;System administrator","['Bash/Shell', 'C', 'C++', 'Go', 'Java', 'JavaScript', 'PHP', 'Python']",35
933,Bash/Shell;C++;Go;HTML/CSS;Java;JavaScript;MATLAB;Python;R;Rust;SQL;TypeScript,"Developer, full-stack;Student","['Bash/Shell', 'C++', 'Go', 'HTML/CSS', 'Java', 'JavaScript', 'MATLAB', 'Python', 'R', 'Rust', 'SQL', 'TypeScript']",35
936,JavaScript;TypeScript,"Developer, front-end;Developer, full-stack","['JavaScript', 'TypeScript']",70
937,C#;HTML/CSS;JavaScript;PowerShell;SQL,"Developer, full-stack;Developer, desktop or enterprise applications","['C#', 'HTML/CSS', 'JavaScript', 'PowerShell', 'SQL']",64
939,Bash/Shell;Groovy;Java,Engineering manager,"['Bash/Shell', 'Groovy', 'Java']",102
940,Bash/Shell;Clojure;Dart;HTML/CSS;Java;JavaScript,"Developer, front-end;Developer, full-stack;Developer, back-end;Developer, mobile;Engineering manager;Senior Executive (C-Suite, VP, etc.)","['Bash/Shell', 'Clojure', 'Dart', 'HTML/CSS', 'Java', 'JavaScript']",102
941,Bash/Shell;Clojure;HTML/CSS;Java;TypeScript,"Developer, front-end;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Developer, mobile;Educator","['Bash/Shell', 'Clojure', 'HTML/CSS', 'Java', 'TypeScript']",113
942,Bash/Shell;Go;JavaScript;Lua;Python;Rust;SQL,"Developer, back-end;DevOps specialist;Blockchain","['Bash/Shell', 'Go', 'JavaScript', 'Lua', 'Python', 'Rust', 'SQL']",35
943,Python,Student;Project manager,['Python'],72
944,Go;HTML/CSS;JavaScript;PowerShell;Python;Rust;TypeScript,"Developer, full-stack","['Go', 'HTML/CSS', 'JavaScript', 'PowerShell', 'Python', 'Rust', 'TypeScript']",113
945,Bash/Shell;C;C++;Python,"Developer, back-end","['Bash/Shell', 'C', 'C++', 'Python']",35
946,Bash/Shell;C#;JavaScript;PHP;PowerShell;Python;SQL;TypeScript,"Engineering manager;Senior Executive (C-Suite, VP, etc.)","['Bash/Shell', 'C#', 'JavaScript', 'PHP', 'PowerShell', 'Python', 'SQL', 'TypeScript']",64
948,Bash/Shell;C++;Groovy;Java;Kotlin;PowerShell;Python,"Developer, mobile","['Bash/Shell', 'C++', 'Groovy', 'Java', 'Kotlin', 'PowerShell', 'Python']",35
949,C#;HTML/CSS;JavaScript;Python;SQL;TypeScript,"Developer, front-end;Developer, full-stack;Developer, back-end;Project manager;Data or business analyst;Product manager","['C#', 'HTML/CSS', 'JavaScript', 'Python', 'SQL', 'TypeScript']",64
950,Bash/Shell;Go;Groovy;Java;JavaScript;PHP;Python;SQL,"Developer, full-stack;Developer, back-end;Developer, QA or test;Engineering manager","['Bash/Shell', 'Go', 'Groovy', 'Java', 'JavaScript', 'PHP', 'Python', 'SQL']",102
951,Bash/Shell;C;C++;Elixir;Erlang;Go;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Perl;Python;Ruby;Rust;SQL;TypeScript,"Developer, back-end","['Bash/Shell', 'C', 'C++', 'Elixir', 'Erlang', 'Go', 'Groovy', 'HTML/CSS', 'Java', 'JavaScript', 'Kotlin', 'Perl', 'Python', 'Ruby', 'Rust', 'SQL', 'TypeScript']",35
952,HTML/CSS;JavaScript;Rust;SQL;TypeScript,"Developer, full-stack","['HTML/CSS', 'JavaScript', 'Rust', 'SQL', 'TypeScript']",113
954,C#;F#,"Developer, desktop or enterprise applications","['C#', 'F#']",75
955,C#;HTML/CSS;JavaScript;SQL,"Developer, full-stack;Developer, back-end","['C#', 'HTML/CSS', 'JavaScript', 'SQL']",64
956,C;C++;Haskell;Julia;Lua;MATLAB;Python;Rust;Scala,Academic researcher,"['C', 'C++', 'Haskell', 'Julia', 'Lua', 'MATLAB', 'Python', 'Rust', 'Scala']",35
957,C;C++;Go;HTML/CSS;Java;JavaScript;PHP;Python;Ruby;SQL;TypeScript,Security professional,"['C', 'C++', 'Go', 'HTML/CSS', 'Java', 'JavaScript', 'PHP', 'Python', 'Ruby', 'SQL', 'TypeScript']",113
959,C#;HTML/CSS;JavaScript;Python;SQL;TypeScript,"Developer, full-stack","['C#', 'HTML/CSS', 'JavaScript', 'Python', 'SQL', 'TypeScript']",64
960,C++,"Engineer, data;Developer, back-end;Developer, desktop or enterprise applications",['C++'],76
962,Python,"Developer, back-end",['Python'],78
963,Groovy;JavaScript;Perl;Python;Rust;Swift,Cloud infrastructure engineer,"['Groovy', 'JavaScript', 'Perl', 'Python', 'Rust', 'Swift']",35
964,Scala;SQL,"Engineer, data;Developer, back-end","['Scala', 'SQL']",79
966,HTML/CSS;JavaScript;PHP;SQL;TypeScript,"Developer, front-end;Developer, full-stack;Developer, back-end;DevOps specialist;System administrator","['HTML/CSS', 'JavaScript', 'PHP', 'SQL', 'TypeScript']",113
967,C#;C++;Java;JavaScript;Objective-C;PowerShell;Ruby;TypeScript,"Engineer, data;Developer, back-end;Developer, QA or test;DevOps specialist;Cloud infrastructure engineer;Security professional","['C#', 'C++', 'Java', 'JavaScript', 'Objective-C', 'PowerShell', 'Ruby', 'TypeScript']",64
968,HTML/CSS;JavaScript;PHP;SQL;TypeScript,"Developer, full-stack","['HTML/CSS', 'JavaScript', 'PHP', 'SQL', 'TypeScript']",113
969,Bash/Shell;HTML/CSS;Java;JavaScript;PHP;Python;Rust;SQL,"Developer, full-stack;Database administrator;DevOps specialist;System administrator","['Bash/Shell', 'HTML/CSS', 'Java', 'JavaScript', 'PHP', 'Python', 'Rust', 'SQL']",102
970,Elixir;Erlang,"Developer, back-end","['Elixir', 'Erlang']",80
971,C#,"Developer, full-stack",['C#'],81
972,Assembly;Bash/Shell;C;C++;Go;HTML/CSS;JavaScript;Python;Rust;Solidity,"Developer, back-end;Other (please specify):;Scientist;Blockchain","['Assembly', 'Bash/Shell', 'C', 'C++', 'Go', 'HTML/CSS', 'JavaScript', 'Python', 'Rust', 'Solidity']",35
973,JavaScript,"Developer, front-end",['JavaScript'],83
974,Delphi;HTML/CSS;PHP;Python;SQL,"Developer, desktop or enterprise applications;Developer, QA or test;Database administrator","['Delphi', 'HTML/CSS', 'PHP', 'Python', 'SQL']",113
975,C#;HTML/CSS;Java;JavaScript;PHP;Python;Ruby;SQL,Security professional,"['C#', 'HTML/CSS', 'Java', 'JavaScript', 'PHP', 'Python', 'Ruby', 'SQL']",64
977,Groovy;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL,"Developer, full-stack;Developer, desktop or enterprise applications","['Groovy', 'HTML/CSS', 'Java', 'JavaScript', 'Kotlin', 'Python', 'SQL']",102
978,Bash/Shell;HTML/CSS;JavaScript;Python;TypeScript,"Developer, full-stack;Designer;Senior Executive (C-Suite, VP, etc.)","['Bash/Shell', 'HTML/CSS', 'JavaScript', 'Python', 'TypeScript']",113
979,Bash/Shell;C#;C++;Java;PowerShell;Python;Rust;TypeScript,"Developer, front-end;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices;Designer","['Bash/Shell', 'C#', 'C++', 'Java', 'PowerShell', 'Python', 'Rust', 'TypeScript']",35
980,Java;Python;TypeScript,"Developer, full-stack","['Java', 'Python', 'TypeScript']",102
981,Bash/Shell;C#;Go;HTML/CSS;Java;JavaScript;PowerShell;Python;Solidity;TypeScript,"Developer, back-end;Cloud infrastructure engineer;Product manager","['Bash/Shell', 'C#', 'Go', 'HTML/CSS', 'Java', 'JavaScript', 'PowerShell', 'Python', 'Solidity', 'TypeScript']",64
982,Bash/Shell;C++;HTML/CSS;JavaScript;PHP;Python;TypeScript,"Developer, back-end;Other (please specify):","['Bash/Shell', 'C++', 'HTML/CSS', 'JavaScript', 'PHP', 'Python', 'TypeScript']",113
983,Assembly;Bash/Shell;C;C++;PowerShell;Python;Rust,"Developer, embedded applications or devices","['Assembly', 'Bash/Shell', 'C', 'C++', 'PowerShell', 'Python', 'Rust']",35
984,C#;JavaScript;SQL;VBA,"Developer, full-stack;Project manager","['C#', 'JavaScript', 'SQL', 'VBA']",64
985,Bash/Shell;C#;Haskell;HTML/CSS;JavaScript;TypeScript,"Developer, front-end;Developer, full-stack;Developer, back-end","['Bash/Shell', 'C#', 'Haskell', 'HTML/CSS', 'JavaScript', 'TypeScript']",64
986,C#;Clojure;HTML/CSS;Java;JavaScript;Kotlin;SQL;TypeScript,"Developer, full-stack","['C#', 'Clojure', 'HTML/CSS', 'Java', 'JavaScript', 'Kotlin', 'SQL', 'TypeScript']",64
988,JavaScript;Python;Rust;TypeScript,"Developer, front-end;Engineering manager","['JavaScript', 'Python', 'Rust', 'TypeScript']",35
989,Bash/Shell;C++;Go;Groovy;JavaScript;Python;Rust;SQL;TypeScript,"Developer, back-end;DevOps specialist;Cloud infrastructure engineer;Blockchain","['Bash/Shell', 'C++', 'Go', 'Groovy', 'JavaScript', 'Python', 'Rust', 'SQL', 'TypeScript']",35
990,Bash/Shell;C++;HTML/CSS;JavaScript;Lua;Python;Rust;SQL,"Developer, back-end;DevOps specialist;Developer, embedded applications or devices","['Bash/Shell', 'C++', 'HTML/CSS', 'JavaScript', 'Lua', 'Python', 'Rust', 'SQL']",35
991,C#;C++;HTML/CSS;Java;JavaScript;SQL;TypeScript,"Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Student","['C#', 'C++', 'HTML/CSS', 'Java', 'JavaScript', 'SQL', 'TypeScript']",64
993,Bash/Shell;Go;HTML/CSS;JavaScript;Python;Rust;SQL,"Developer, back-end;Engineering manager;DevOps specialist;Developer, embedded applications or devices;Cloud infrastructure engineer;Security professional","['Bash/Shell', 'Go', 'HTML/CSS', 'JavaScript', 'Python', 'Rust', 'SQL']",102
994,Delphi;HTML/CSS;JavaScript;Rust;SQL,"Developer, front-end;Developer, full-stack;Developer, back-end;Designer","['Delphi', 'HTML/CSS', 'JavaScript', 'Rust', 'SQL']",113
995,Bash/Shell;C;C++;Dart;Go;HTML/CSS;Java;JavaScript;Lua;Python;Rust;SQL;TypeScript,"Developer, front-end;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Developer, mobile;Engineering manager;DevOps specialist;Developer, embedded applications or devices;Cloud infrastructure engineer;System administrator;Security professional","['Bash/Shell', 'C', 'C++', 'Dart', 'Go', 'HTML/CSS', 'Java', 'JavaScript', 'Lua', 'Python', 'Rust', 'SQL', 'TypeScript']",35
996,C#;HTML/CSS;JavaScript;SQL;TypeScript,"Developer, full-stack","['C#', 'HTML/CSS', 'JavaScript', 'SQL', 'TypeScript']",64
997,Bash/Shell;C;Elixir;JavaScript;Rust;SQL;TypeScript,"Senior Executive (C-Suite, VP, etc.)","['Bash/Shell', 'C', 'Elixir', 'JavaScript', 'Rust', 'SQL', 'TypeScript']",35
998,Bash/Shell;C#;JavaScript;PowerShell;Python;SQL,"Engineer, site reliability;DevOps specialist;Cloud infrastructure engineer;Security professional","['Bash/Shell', 'C#', 'JavaScript', 'PowerShell', 'Python', 'SQL']",64
999,Java;PHP,"Developer, back-end","['Java', 'PHP']",93
