ResponseId,LanguageHaveWorkedWith,DevType,skill_list
936,JavaScript;TypeScript,"Developer, front-end;Developer, full-stack","['JavaScript', 'TypeScript']"
937,C#;HTML/CSS;JavaScript;PowerShell;SQL,"Developer, full-stack;Developer, desktop or enterprise applications","['C#', 'HTML/CSS', 'JavaScript', 'PowerShell', 'SQL']"
939,Bash/Shell;Groovy;Java,Engineering manager,"['Bash/Shell', 'Groovy', 'Java']"
940,Bash/Shell;Clojure;Dart;HTML/CSS;Java;JavaScript,"Developer, front-end;Developer, full-stack;Developer, back-end;Developer, mobile;Engineering manager;Senior Executive (C-Suite, VP, etc.)","['Bash/Shell', 'Clojure', 'Dart', 'HTML/CSS', 'Java', 'JavaScript']"
941,Bash/Shell;Clojure;HTML/CSS;Java;TypeScript,"Developer, front-end;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Developer, mobile;Educator","['Bash/Shell', 'Clojure', 'HTML/CSS', 'Java', 'TypeScript']"
942,Bash/Shell;Go;JavaScript;Lua;Python;Rust;SQL,"Developer, back-end;DevOps specialist;Blockchain","['Bash/Shell', 'Go', 'JavaScript', 'Lua', 'Python', 'Rust', 'SQL']"
943,Python,Student;Project manager,['Python']
944,Go;HTML/CSS;JavaScript;PowerShell;Python;Rust;TypeScript,"Developer, full-stack","['Go', 'HTML/CSS', 'JavaScript', 'PowerShell', 'Python', 'Rust', 'TypeScript']"
945,Bash/Shell;C;C++;Python,"Developer, back-end","['Bash/Shell', 'C', 'C++', 'Python']"
946,Bash/Shell;C#;JavaScript;PHP;PowerShell;Python;SQL;TypeScript,"Engineering manager;Senior Executive (C-Suite, VP, etc.)","['Bash/Shell', 'C#', 'JavaScript', 'PHP', 'PowerShell', 'Python', 'SQL', 'TypeScript']"
948,Bash/Shell;C++;Groovy;Java;Kotlin;PowerShell;Python,"Developer, mobile","['Bash/Shell', 'C++', 'Groovy', 'Java', 'Kotlin', 'PowerShell', 'Python']"
949,C#;HTML/CSS;JavaScript;Python;SQL;TypeScript,"Developer, front-end;Developer, full-stack;Developer, back-end;Project manager;Data or business analyst;Product manager","['C#', 'HTML/CSS', 'JavaScript', 'Python', 'SQL', 'TypeScript']"
950,Bash/Shell;Go;Groovy;Java;JavaScript;PHP;Python;SQL,"Developer, full-stack;Developer, back-end;Developer, QA or test;Engineering manager","['Bash/Shell', 'Go', 'Groovy', 'Java', 'JavaScript', 'PHP', 'Python', 'SQL']"
951,Bash/Shell;C;C++;Elixir;Erlang;Go;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Perl;Python;Ruby;Rust;SQL;TypeScript,"Developer, back-end","['Bash/Shell', 'C', 'C++', 'Elixir', 'Erlang', 'Go', 'Groovy', 'HTML/CSS', 'Java', 'JavaScript', 'Kotlin', 'Perl', 'Python', 'Ruby', 'Rust', 'SQL', 'TypeScript']"
952,HTML/CSS;JavaScript;Rust;SQL;TypeScript,"Developer, full-stack","['HTML/CSS', 'JavaScript', 'Rust', 'SQL', 'TypeScript']"
954,C#;F#,"Developer, desktop or enterprise applications","['C#', 'F#']"
955,C#;HTML/CSS;JavaScript;SQL,"Developer, full-stack;Developer, back-end","['C#', 'HTML/CSS', 'JavaScript', 'SQL']"
956,C;C++;Haskell;Julia;Lua;MATLAB;Python;Rust;Scala,Academic researcher,"['C', 'C++', 'Haskell', 'Julia', 'Lua', 'MATLAB', 'Python', 'Rust', 'Scala']"
957,C;C++;Go;HTML/CSS;Java;JavaScript;PHP;Python;Ruby;SQL;TypeScript,Security professional,"['C', 'C++', 'Go', 'HTML/CSS', 'Java', 'JavaScript', 'PHP', 'Python', 'Ruby', 'SQL', 'TypeScript']"
959,C#;HTML/CSS;JavaScript;Python;SQL;TypeScript,"Developer, full-stack","['C#', 'HTML/CSS', 'JavaScript', 'Python', 'SQL', 'TypeScript']"
960,C++,"Engineer, data;Developer, back-end;Developer, desktop or enterprise applications",['C++']
962,Python,"Developer, back-end",['Python']
963,Groovy;JavaScript;Perl;Python;Rust;Swift,Cloud infrastructure engineer,"['Groovy', 'JavaScript', 'Perl', 'Python', 'Rust', 'Swift']"
964,Scala;SQL,"Engineer, data;Developer, back-end","['Scala', 'SQL']"
966,HTML/CSS;JavaScript;PHP;SQL;TypeScript,"Developer, front-end;Developer, full-stack;Developer, back-end;DevOps specialist;System administrator","['HTML/CSS', 'JavaScript', 'PHP', 'SQL', 'TypeScript']"
967,C#;C++;Java;JavaScript;Objective-C;PowerShell;Ruby;TypeScript,"Engineer, data;Developer, back-end;Developer, QA or test;DevOps specialist;Cloud infrastructure engineer;Security professional","['C#', 'C++', 'Java', 'JavaScript', 'Objective-C', 'PowerShell', 'Ruby', 'TypeScript']"
968,HTML/CSS;JavaScript;PHP;SQL;TypeScript,"Developer, full-stack","['HTML/CSS', 'JavaScript', 'PHP', 'SQL', 'TypeScript']"
969,Bash/Shell;HTML/CSS;Java;JavaScript;PHP;Python;Rust;SQL,"Developer, full-stack;Database administrator;DevOps specialist;System administrator","['Bash/Shell', 'HTML/CSS', 'Java', 'JavaScript', 'PHP', 'Python', 'Rust', 'SQL']"
970,Elixir;Erlang,"Developer, back-end","['Elixir', 'Erlang']"
971,C#,"Developer, full-stack",['C#']
972,Assembly;Bash/Shell;C;C++;Go;HTML/CSS;JavaScript;Python;Rust;Solidity,"Developer, back-end;Other (please specify):;Scientist;Blockchain","['Assembly', 'Bash/Shell', 'C', 'C++', 'Go', 'HTML/CSS', 'JavaScript', 'Python', 'Rust', 'Solidity']"
973,JavaScript,"Developer, front-end",['JavaScript']
974,Delphi;HTML/CSS;PHP;Python;SQL,"Developer, desktop or enterprise applications;Developer, QA or test;Database administrator","['Delphi', 'HTML/CSS', 'PHP', 'Python', 'SQL']"
975,C#;HTML/CSS;Java;JavaScript;PHP;Python;Ruby;SQL,Security professional,"['C#', 'HTML/CSS', 'Java', 'JavaScript', 'PHP', 'Python', 'Ruby', 'SQL']"
977,Groovy;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL,"Developer, full-stack;Developer, desktop or enterprise applications","['Groovy', 'HTML/CSS', 'Java', 'JavaScript', 'Kotlin', 'Python', 'SQL']"
978,Bash/Shell;HTML/CSS;JavaScript;Python;TypeScript,"Developer, full-stack;Designer;Senior Executive (C-Suite, VP, etc.)","['Bash/Shell', 'HTML/CSS', 'JavaScript', 'Python', 'TypeScript']"
979,Bash/Shell;C#;C++;Java;PowerShell;Python;Rust;TypeScript,"Developer, front-end;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices;Designer","['Bash/Shell', 'C#', 'C++', 'Java', 'PowerShell', 'Python', 'Rust', 'TypeScript']"
980,Java;Python;TypeScript,"Developer, full-stack","['Java', 'Python', 'TypeScript']"
981,Bash/Shell;C#;Go;HTML/CSS;Java;JavaScript;PowerShell;Python;Solidity;TypeScript,"Developer, back-end;Cloud infrastructure engineer;Product manager","['Bash/Shell', 'C#', 'Go', 'HTML/CSS', 'Java', 'JavaScript', 'PowerShell', 'Python', 'Solidity', 'TypeScript']"
982,Bash/Shell;C++;HTML/CSS;JavaScript;PHP;Python;TypeScript,"Developer, back-end;Other (please specify):","['Bash/Shell', 'C++', 'HTML/CSS', 'JavaScript', 'PHP', 'Python', 'TypeScript']"
983,Assembly;Bash/Shell;C;C++;PowerShell;Python;Rust,"Developer, embedded applications or devices","['Assembly', 'Bash/Shell', 'C', 'C++', 'PowerShell', 'Python', 'Rust']"
984,C#;JavaScript;SQL;VBA,"Developer, full-stack;Project manager","['C#', 'JavaScript', 'SQL', 'VBA']"
985,Bash/Shell;C#;Haskell;HTML/CSS;JavaScript;TypeScript,"Developer, front-end;Developer, full-stack;Developer, back-end","['Bash/Shell', 'C#', 'Haskell', 'HTML/CSS', 'JavaScript', 'TypeScript']"
986,C#;Clojure;HTML/CSS;Java;JavaScript;Kotlin;SQL;TypeScript,"Developer, full-stack","['C#', 'Clojure', 'HTML/CSS', 'Java', 'JavaScript', 'Kotlin', 'SQL', 'TypeScript']"
988,JavaScript;Python;Rust;TypeScript,"Developer, front-end;Engineering manager","['JavaScript', 'Python', 'Rust', 'TypeScript']"
989,Bash/Shell;C++;Go;Groovy;JavaScript;Python;Rust;SQL;TypeScript,"Developer, back-end;DevOps specialist;Cloud infrastructure engineer;Blockchain","['Bash/Shell', 'C++', 'Go', 'Groovy', 'JavaScript', 'Python', 'Rust', 'SQL', 'TypeScript']"
990,Bash/Shell;C++;HTML/CSS;JavaScript;Lua;Python;Rust;SQL,"Developer, back-end;DevOps specialist;Developer, embedded applications or devices","['Bash/Shell', 'C++', 'HTML/CSS', 'JavaScript', 'Lua', 'Python', 'Rust', 'SQL']"
991,C#;C++;HTML/CSS;Java;JavaScript;SQL;TypeScript,"Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Student","['C#', 'C++', 'HTML/CSS', 'Java', 'JavaScript', 'SQL', 'TypeScript']"
993,Bash/Shell;Go;HTML/CSS;JavaScript;Python;Rust;SQL,"Developer, back-end;Engineering manager;DevOps specialist;Developer, embedded applications or devices;Cloud infrastructure engineer;Security professional","['Bash/Shell', 'Go', 'HTML/CSS', 'JavaScript', 'Python', 'Rust', 'SQL']"
994,Delphi;HTML/CSS;JavaScript;Rust;SQL,"Developer, front-end;Developer, full-stack;Developer, back-end;Designer","['Delphi', 'HTML/CSS', 'JavaScript', 'Rust', 'SQL']"
995,Bash/Shell;C;C++;Dart;Go;HTML/CSS;Java;JavaScript;Lua;Python;Rust;SQL;TypeScript,"Developer, front-end;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Developer, mobile;Engineering manager;DevOps specialist;Developer, embedded applications or devices;Cloud infrastructure engineer;System administrator;Security professional","['Bash/Shell', 'C', 'C++', 'Dart', 'Go', 'HTML/CSS', 'Java', 'JavaScript', 'Lua', 'Python', 'Rust', 'SQL', 'TypeScript']"
996,C#;HTML/CSS;JavaScript;SQL;TypeScript,"Developer, full-stack","['C#', 'HTML/CSS', 'JavaScript', 'SQL', 'TypeScript']"
997,Bash/Shell;C;Elixir;JavaScript;Rust;SQL;TypeScript,"Senior Executive (C-Suite, VP, etc.)","['Bash/Shell', 'C', 'Elixir', 'JavaScript', 'Rust', 'SQL', 'TypeScript']"
998,Bash/Shell;C#;JavaScript;PowerShell;Python;SQL,"Engineer, site reliability;DevOps specialist;Cloud infrastructure engineer;Security professional","['Bash/Shell', 'C#', 'JavaScript', 'PowerShell', 'Python', 'SQL']"
999,Java;PHP,"Developer, back-end","['Java', 'PHP']"
